"ID","Напомена1","Креирано","Година","Количина","Наслов","Аутори","Рбр","ISBN","Задужење","Издавач","Полица","напомена1","Напомена2","Креирање"
"[858407,1464547886]","  ","2024-10-14A12:45:02.000080+0000","  ","  ","4. Извјештај о раду Врховног државног тужиоца ЦГ о раду државног тужилаштва за 2010.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464547896]","  ","2024-10-14A12:45:02.000687+0000","  ","  ","5. Извјештај Врховног државног тужилашта о раду државног тужилаштва за 2013.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464547902]","  ","2024-10-14A12:45:03.000086+0000","  ","  ","6. Извјештај о раду тужилачког савјета и државног тужилаштва за 2016.год.-32 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464547908]","  ","2024-10-14A12:45:03.000487+0000","  ","  ","7. Извјештај о раду тужилачког савјета и државног тужилаштва за 2017.год.-4 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548107]","  ","2024-10-14A12:45:03.000811+0000","  ","  ","8. Извори за римско облигационо право –др. Невенка Богојевић Глушчевић-1977.год.-2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548499]","  ","2024-10-14A12:45:04.000170+0000","  ","  ","9. Именик адвоката, судских вјештака и тумача Србије и Црне Горе-2011.год.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548503]","  ","2024-10-14A12:45:04.000462+0000","  ","  ","10.Изводи из најзначајнијих одлука Европског суда за људска права –Жил Дитертр ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548507]","  ","2024-10-14A12:45:04.000718+0000","  ","  ","11.Историјски развитак права својине од римског доба па до данас –Гавро Вуковић ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548514]","  ","2024-10-14A12:45:05.000086+0000","  ","  ","12. Извод из дисциплинске праксе ВСТВ-а БиХ – 2009. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548520]","  ","2024-10-14A12:45:05.000483+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548525]","  ","2024-10-14A12:45:05.000764+0000","  ","  ","Ј ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548530]","  ","2024-10-14A12:45:06.000182+0000","  ","  ","1. Југословенска ревија за криминологију и кривично право – 1979 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548535]","  ","2024-10-14A12:45:06.000478+0000","  ","  ","2. Југословенска ревија за криминологију и кривично право – 1983 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548542]","  ","2024-10-14A12:45:06.000917+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548547]","  ","2024-10-14A12:45:07.000218+0000","  ","  ","К ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548552]","  ","2024-10-14A12:45:07.000538+0000","  ","  ","1. Кривични законик СФРЈ са напоменама ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548558]","  ","2024-10-14A12:45:07.000880+0000","  ","  ","2. Коментар Кривичног закона СФРЈ 1978.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548562]","  ","2024-10-14A12:45:08.000180+0000","  ","  ","3. Коментар Кривичног законика Црне Горе –др Љубиша Лазаревић, др Бранко Вукчевић и др Весна Вукчевић 2004.год.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548567]","  ","2024-10-14A12:45:08.000435+0000","  ","  ","4. Коментар Кривичног законика Црне Горе –др Љубиша Лазаревић, др Бранко Вукчевић и др Весна Вукчевић 2010.год.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548572]","  ","2024-10-14A12:45:08.000741+0000","  ","  ","5. Коментар Кривичног законика - проф.др Зоран Стојановић-2010.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548578]","  ","2024-10-14A12:45:09.000124+0000","  ","  ","6. Коментар З ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548584]","  ","2024-10-14A12:45:09.000453+0000","  ","  ","7. аконика о кривичном поступку Црне Горе проф др Момчило Грубач, проф др Бранко Вукчевић-2015.год.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548589]","  ","2024-10-14A12:45:09.000814+0000","  ","  ","8. Коментар Закона о одговорности правних лица –др Љубиша Лазаревић, др Бранко Вучковић, др Весна Вучковић-2007.год.-8 ком.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548594]","  ","2024-10-14A12:45:10.000067+0000","  ","  ","9. Коментар Закона о међународној правној помоћи у кривичним стварима –проф.др Момчило Грубач, доц.др Бранко Вучковић -5 ком.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548599]","  ","2024-10-14A12:45:10.000421+0000","  ","  ","10.Коментар Закона о основама својинскоправних односа-мр Станислав Вуковић-1999.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548603]","  ","2024-10-14A12:45:10.000666+0000","  ","  ","11.Коментар Устава РЦГ 1992.год.-др Славко Лукић, Миодраг Вуковић-2002.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548608]","  ","2024-10-14A12:45:10.000925+0000","  ","  ","12.Коментар Закона о извршењу кривичних санкција РС и РЦГ-2000.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548613]","  ","2024-10-14A12:45:11.000237+0000","  ","  ","13.Коментар Закона о привредним преступима –мр Пантелија Јеремић,мр Мирослав Врховчек-1986.год.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548625]","  ","2024-10-14A12:45:11.000504+0000","  ","  ","14.Коментар Закона о основнима правима из радног односа-Младен Косовац, Благоје Граховац-1989.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548634]","  ","2024-10-14A12:45:11.000836+0000","  ","  ","15.Кривични законик РЦГ -2004.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548644]","  ","2024-10-14A12:45:12.000239+0000","  ","  ","16.Кривични законик РЦГ-2009.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548648]","  ","2024-10-14A12:45:12.000531+0000","  ","  ","17. Кривични законик РЦГ – 2010.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548653]","  ","2024-10-14A12:45:12.000782+0000","  ","  ","18.Кривични законик,  Законик о кривичном поступку, Закон о извршењу казне затвора, новчане казне и мјере безбједности-2015.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548658]","  ","2024-10-14A12:45:13.000087+0000","  ","  ","19.Кривична дјела против достојанства личности и морала –др Бранко Вучковић 2000.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548662]","  ","2024-10-14A12:45:13.000438+0000","  ","  ","20.Кривична дјела убиства у југословенској судској пракси 1951-2001; др Ђорђе Лопичић-2003.год. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548666]","  ","2024-10-14A12:45:13.000753+0000","  ","  ","21.Казнено-правна регулатива и анализа Црна Гора, Србија Македонија, Албанија и БиХ ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548671]","  ","2024-10-14A12:45:14.000011+0000","  ","  ","22.Конвенција УН против корупције ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548677]","  ","2024-10-14A12:45:14.000321+0000","  ","  ","23.Креирање сугурног окружења за ЛГБТИQ особе ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548684]","  ","2024-10-14A12:45:14.000683+0000","  ","  ","24.Компатибилност црногорског права са одредбама Европске конвенције о људским правима ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548690]","  ","2024-10-14A12:45:15.000055+0000","  ","  ","25. Казна затвора и њене алтернатаиве-др.Весна Ратковић ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548695]","  ","2024-10-14A12:45:15.000375+0000","  ","  ","26. Кривичноправна заштита ЛГБТ особа:Улога и поступање тужилаштва-45 ком ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548700]","  ","2024-10-14A12:45:15.000695+0000","  ","  ","27 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548706]","  ","2024-10-14A12:45:16.000008+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548711]","  ","2024-10-14A12:45:16.000345+0000","  ","  ","Л ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548716]","  ","2024-10-14A12:45:16.000673+0000","  ","  ","1. Лексика у криминолошком регистру-др.Бранкица Бојовић-2010 - 3 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548720]","  ","2024-10-14A12:45:16.000976+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548725]","  ","2024-10-14A12:45:17.000292+0000","  ","  ","Љ ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548734]","  ","2024-10-14A12:45:17.000659+0000","  ","  ","1. Људска права у Европи (правни билтен) – бр. 1/2011 – 12 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548740]","  ","2024-10-14A12:45:17.000968+0000","  ","  ","2. Људска права у Европи (правни билтен) – бр. 2/2011 – 6 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548746]","  ","2024-10-14A12:45:18.000267+0000","  ","  ","3. Људска права у Европи (правни билтен) – бр. 3/2011 – 16 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548750]","  ","2024-10-14A12:45:18.000591+0000","  ","  ","4. Људска права у Европи (правни билтен) – бр. 4/2011 – 4 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548756]","  ","2024-10-14A12:45:18.000903+0000","  ","  ","5. Људска права у Европи (правни билтен) – бр. 2/2012 – 19 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548760]","  ","2024-10-14A12:45:19.000204+0000","  ","  ","6. Људска права у Европи (правни билтен) – бр. 3/2012 – 8 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548769]","  ","2024-10-14A12:45:19.000537+0000","  ","  ","7. Људска права у Европи (правни билтен) – бр. 1/2013 – 32 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548774]","  ","2024-10-14A12:45:19.000931+0000","  ","  ","8. Људска права у Европи (правни билтен) – бр. 2/2013 – 70 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548973]","  ","2024-10-14A12:45:20.000241+0000","  ","  ","9. Људска права у Европи (правни билтен) – бр. 3/2013 – 10 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548977]","  ","2024-10-14A12:45:20.000503+0000","  ","  ","10. Људска права у Европи (правни билтен) – бр. 4/2013 – 9 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548981]","  ","2024-10-14A12:45:20.000759+0000","  ","  ","11. Људска права у Европи (правни билтен) – бр. 1/2014 – 12 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548986]","  ","2024-10-14A12:45:21.000075+0000","  ","  ","12. Људска права у Европи (правни билтен) – бр. 3/2014 – 6 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548991]","  ","2024-10-14A12:45:21.000417+0000","  ","  ","13. Људска права у Европи (правни билтен) – бр. 2/2015 – 7 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464548996]","  ","2024-10-14A12:45:21.000684+0000","  ","  ","14. Људска права у Европи (правни билтен) – бр. 4/2015 – 7 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549000]","  ","2024-10-14A12:45:21.000969+0000","  ","  ","15. Људска права у Европи (правни билтен) – бр. 1/2016 – 15 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549005]","  ","2024-10-14A12:45:22.000316+0000","  ","  ","16. Људска права у Европи (правни билтен) – бр. 2/2016 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549010]","  ","2024-10-14A12:45:22.000576+0000","  ","  ","17. Људска права у Европи (правни билтен) – бр. 3/2016 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549016]","  ","2024-10-14A12:45:22.000847+0000","  ","  ","18. Људска права у Европи (правни билтен) – бр. 1/2017 – 9 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549021]","  ","2024-10-14A12:45:23.000150+0000","  ","  ","19. Људска права у Европи (правни билтен) – бр. 2/2017 – 10 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549026]","  ","2024-10-14A12:45:23.000433+0000","  ","  ","20. Људска права у Европи (правни билтен) – бр. 3/2017 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549031]","  ","2024-10-14A12:45:23.000738+0000","  ","  ","21. Људска права у Европи (правни билтен) – бр.57/2004 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549037]","  ","2024-10-14A12:45:24.000078+0000","  ","  ","22.Људска права у Европи (правни билтен) – бр.58/2004 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549042]","  ","2024-10-14A12:45:24.000345+0000","  ","  ","23.Људска права у Европи (правни билтен) – бр.59/2004 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549046]","  ","2024-10-14A12:45:24.000647+0000","  ","  ","24.Људска права у Европи (правни билтен) – бр.60/2004 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549243]","  ","2024-10-14A12:45:24.000913+0000","  ","  ","25.Људска права у Европи (правни билтен) – бр.61/2005 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549256]","  ","2024-10-14A12:45:25.000335+0000","  ","  ","26. Људска права у Европи (правни билтен) – бр.62/2005 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549653]","  ","2024-10-14A12:45:25.000706+0000","  ","  ","27. Људска права у Европи (правни билтен) – бр.63/2005 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549659]","  ","2024-10-14A12:45:26.000104+0000","  ","  ","28. Људска права у Европи (правни билтен) – бр.65/2005 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549663]","  ","2024-10-14A12:45:26.000377+0000","  ","  ","29. Људска права у Европи (правни билтен) – бр.68/2005 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549667]","  ","2024-10-14A12:45:26.000654+0000","  ","  ","30. Људска права у Европи (правни билтен) – бр.69/2005 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549672]","  ","2024-10-14A12:45:26.000924+0000","  ","  ","31. Људска права у Европи (правни билтен) – бр.70/2005 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549678]","  ","2024-10-14A12:45:27.000267+0000","  ","  ","32. Људска права у Европи (правни билтен) – бр.73/2006 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549683]","  ","2024-10-14A12:45:27.000549+0000","  ","  ","33. Људска права у Европи (правни билтен) – бр.80/2006 – 3 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549687]","  ","2024-10-14A12:45:27.000807+0000","  ","  ","34. Људска права у Европи (правни билтен) – бр.83/2006 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549692]","  ","2024-10-14A12:45:28.000100+0000","  ","  ","35. Људска права у Европи (правни билтен) – бр.92/2007 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549697]","  ","2024-10-14A12:45:28.000429+0000","  ","  ","36. Људска права у Европи (правни билтен) – бр.93/2007 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549702]","  ","2024-10-14A12:45:28.000731+0000","  ","  ","37.Људска права у Европи (правни билтен) – бр.114/2009 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549732]","  ","2024-10-14A12:45:29.000098+0000","  ","  ","38. Људска права у Европи (правни билтен) – бр.115/2009 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549753]","  ","2024-10-14A12:45:29.000443+0000","  ","  ","39. Људска права у Европи (правни билтен) – бр.121/2010 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549784]","  ","2024-10-14A12:45:29.000757+0000","  ","  ","40. Људска права у Европи (правни билтен) – бр.122/2010 – 3 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549812]","  ","2024-10-14A12:45:30.000106+0000","  ","  ","41. Људска права у Европи (правни билтен) – бр.123/2010 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549834]","  ","2024-10-14A12:45:30.000455+0000","  ","  ","42. Људска права у Европи (правни билтен) – бр.124/2010 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549853]","  ","2024-10-14A12:45:30.000669+0000","  ","  ","43. Људска права у Европи (правни билтен) – бр.125/2010 – 1 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549882]","  ","2024-10-14A12:45:31.000013+0000","  ","  ","44. Људска права у Европи (правни билтен) – бр.131/2010 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549888]","  ","2024-10-14A12:45:31.000346+0000","  ","  ","45. Људска права у Европи (правни билтен) – бр.132/2010 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549904]","  ","2024-10-14A12:45:31.000625+0000","  ","  ","46. Људска права између Европске конвенције и Устава ЦГ – мр Марина Јовићевић – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549911]","  ","2024-10-14A12:45:31.000926+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549925]","  ","2024-10-14A12:45:32.000189+0000","  ","  ","М ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549933]","  ","2024-10-14A12:45:32.000465+0000","  ","  ","1. Међународни уговори – Књига 3, том 2 – Ратно право и безбједност – 1999.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549946]","  ","2024-10-14A12:45:32.000766+0000","  ","  ","2. Међународни уговори – Књига 3, том 3 - Ратно право и безбједност - 2003.- 2 ком.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549956]","  ","2024-10-14A12:45:33.000133+0000","  ","  ","3. Међународни уговори – Књига 6, том 2 – Саобраћај и комуникације – 2000. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549970]","  ","2024-10-14A12:45:33.000476+0000","  ","  ","4. Међународни уговори – Књига 4, том 3 – Људске слободе и права - 2003.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549981]","  ","2024-10-14A12:45:33.000776+0000","  ","  ","5. Међународни уговори – Књига 5, том 1 – Трговина и облигације - 2004.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464549992]","  ","2024-10-14A12:45:34.000084+0000","  ","  ","6. Мониторинг људских права у Црној Гори – 2009. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550006]","  ","2024-10-14A12:45:34.000366+0000","  ","  ","7. Мониторинг правосудног система Црне Горе – 2012. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550015]","  ","2024-10-14A12:45:34.000772+0000","  ","  ","8. Међународно кривично право – проф.др. Драго Радуловић ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550031]","  ","2024-10-14A12:45:35.000136+0000","  ","  ","9. Међународно кривично право – Проф.др.Боро Чејовић, проф.др.Бранко Вучковић, проф.др. Весна Вучковић – 2011. – 4 ком.""","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550044]","  ","2024-10-14A12:45:35.000463+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550053]","  ","2024-10-14A12:45:35.000785+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550066]","  ","2024-10-14A12:45:36.000057+0000","  ","  ","Н ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550075]","  ","2024-10-14A12:45:36.000318+0000","  ","  ","1. Национални програм за интеграцију Црне Горе у ЕУ за период 2008-2012 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550080]","  ","2024-10-14A12:45:36.000561+0000","  ","  ","2. Ново кривично законодавство у Црној Гори – март 2005. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550086]","  ","2024-10-14A12:45:36.000896+0000","  ","  ","3. Национална конвенција о европској интеграцији Црне Горе – 2013/2014 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550093]","  ","2024-10-14A12:45:37.000221+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550100]","  ","2024-10-14A12:45:37.000576+0000","  ","  ","Њ ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550104]","  ","2024-10-14A12:45:37.000816+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550112]","  ","2024-10-14A12:45:38.000113+0000","  ","  ","О ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550116]","  ","2024-10-14A12:45:38.000410+0000","  ","  ","1. Одабране пресуде Европског суда за људска права – 2009. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550121]","  ","2024-10-14A12:45:38.000724+0000","  ","  ","2. Одабране пресуде Европског суда за људска права – 2011. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550126]","  ","2024-10-14A12:45:39.000020+0000","  ","  ","3. Одабране пресуде Европског суда за људска права – 2012. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550131]","  ","2024-10-14A12:45:39.000250+0000","  ","  ","4. Органи унутрашњих послова у обезбјеђивању доказа за кривични поступак – мр Велимир Ракочевић ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550135]","  ","2024-10-14A12:45:39.000516+0000","  ","  ","5. Одлуке Управног суда - 2005. – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550333]","  ","2024-10-14A12:45:39.000858+0000","  ","  ","6. Одлуке Управног суда - 2006. – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550338]","  ","2024-10-14A12:45:40.000130+0000","  ","  ","  ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550342]","  ","2024-10-14A12:45:40.000376+0000","  ","  ","П ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550346]","  ","2024-10-14A12:45:40.000639+0000","  ","  ","1. Приручник за примјену законика о кривичном поступку ЦГ ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550351]","  ","2024-10-14A12:45:40.000902+0000","  ","  ","2. Правилник о унутрашњем пословању државног тужиоца – 2007. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550356]","  ","2024-10-14A12:45:41.000244+0000","  ","  ","3. Процес суочавања са прошлошћу у Црној Гори, случај Морињ – 2014. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550360]","  ","2024-10-14A12:45:41.000522+0000","  ","  ","4. Пререгистрација и усклађивање општих аката предузећа – 1997. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550366]","  ","2024-10-14A12:45:41.000832+0000","  ","  ","5. Правни зборник, библиографија","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550370]","  ","2024-10-14A12:45:42.000122+0000","  ","  ","6. Правни зборник 1-2 1999/2000 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550377]","  ","2024-10-14A12:45:42.000397+0000","  ","  ","7. Правни зборник 1-2/2003 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550381]","  ","2024-10-14A12:45:42.000735+0000","  ","  ","8. Правни зборник 1-2/2006-2007 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550387]","  ","2024-10-14A12:45:43.000132+0000","  ","  ","9. Правни зборник 1-2/2008 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550391]","  ","2024-10-14A12:45:43.000368+0000","  ","  ","10.Правни зборник 2/2009 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550395]","  ","2024-10-14A12:45:43.000609+0000","  ","  ","11. Правни зборник 1-2/2010 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550593]","  ","2024-10-14A12:45:43.000936+0000","  ","  ","12.Правни зборник 3-4/2010 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550599]","  ","2024-10-14A12:45:44.000278+0000","  ","  ","13. Правни зборник 1/2011 – 3 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550603]","  ","2024-10-14A12:45:44.000555+0000","  ","  ","14. Правни зборник 1-2/2012 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550608]","  ","2024-10-14A12:45:44.000808+0000","  ","  ","15. Правни зборник 3-4/2015 – 3 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550614]","  ","2024-10-14A12:45:45.000165+0000","  ","  ","16. Правни зборник 1/2016 – 4 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464550619]","  ","2024-10-14A12:45:45.000568+0000","  ","  ","17. Правни зборник 2/2016 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551010]","  ","2024-10-14A12:45:45.000840+0000","  ","  ","18. Правни зборник 1/2017 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551015]","  ","2024-10-14A12:45:46.000200+0000","  ","  ","19. Правни зборник 1/2018 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551020]","  ","2024-10-14A12:45:46.000492+0000","  ","  ","20. Правни живот, часопис за правну теорију и праксу 9-10/1994","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551024]","  ","2024-10-14A12:45:46.000746+0000","  ","  ","21. Правни живот, часопис за правну теорију и праксу 11-12/1994","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551028]","  ","2024-10-14A12:45:46.000992+0000","  ","  ","22. Правни живот, часопис за правну теорију и праксу 10/1996","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551034]","  ","2024-10-14A12:45:47.000230+0000","  ","  ","23.Правни живот, часопис за правну теорију и праксу 11/1996","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551039]","  ","2024-10-14A12:45:47.000618+0000","  ","  ","24. Правни живот, часопис за правну теорију и праксу 10/1997 ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551046]","  ","2024-10-14A12:45:47.000973+0000","  ","  ","25. Правни живот, часопис за правну теорију и праксу 12/1998","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551051]","  ","2024-10-14A12:45:48.000281+0000","  ","  ","26. Правни живот, часопис за правну теорију и праксу 3-4/2003","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551056]","  ","2024-10-14A12:45:48.000585+0000","  ","  ","27. Правни живот, часопис за правну теорију и праксу 5-6/2003","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551061]","  ","2024-10-14A12:45:48.000890+0000","  ","  ","28. Правни живот, часопис за правну теорију и праксу 10/2003","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551065]","  ","2024-10-14A12:45:49.000153+0000","  ","  ","29. Правни живот, часопис за правну теорију и праксу 1-2/2004 – 2 ком.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551073]","  ","2024-10-14A12:45:49.000769+0000","  ","  ","30. Правни живот, часопис за правну теорију и праксу 3-4/2004 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551077]","  ","2024-10-14A12:45:50.000173+0000","  ","  ","31. Правни живот, часопис за правну теорију и праксу 5-6/2004 – 2 ком.","  "," ","","  ","  ","  ",""," ",""
"[858407,1464551083]","  ","2024-10-14A12:45:50.000568+0000","  ","  ","32. Правни живот, часопис за правну теорију и праксу 7-8/2004 – 2 ком. ","  "," ","","  ","  ","  ",""," ",""
